Review,Label
"This was my 3rd stay at the hotel and as always it was great. The location is fantastic you walk out of the hotel right into Bryant Park, Times Square is right around the corner. And there is almost always something to do right in Bryant Park. The staff is great and always helpful with sight seeing and cool things to do. And the restaurant attached ""koi"" is top notch. Unless something changes I will always stay at the Bryant Park Hotel when visiting the city.",R
"This is a European-style hotel -- everything you need but no frills, at least in the queen bed room I had. The bathroom was huge, a nice change for NYC. What really stood out for me was the helpfulness and friendliness of the staff. I checked in fairly late in the evening to a friendly greeting, the restaurant staff were prompt and warm, and the bellperson who took my bag for storage during my meeting asked without my mentioning it whether I would need a taxi for the airport later in the day (I did, and it was there right on time). Great for business travel (the onsite restaurant wouldn't be my first choice with kiddos, but there are of course tons of other options just steps away). Will stay again!",R
"Would 100% recommend this hotel. From the moment we arrived and were greeted by Job on reception who helped us with our check in and informed us of our complimentary upgrade, to the moment we checked out and were helped by Jonathan who called us a taxi, waited with us and helped us with our bags into the taxi, we were made to feel very welcome by every member of staff we met. As soon as we walked through the front doors we were greeted every time and a lift called for us (which came pretty instantly) we stayed on the 12th Floor and had amazing views of the park, library and 6th Avenue. Yes the hotel is a little on the pricy side but the location and the service is worth it. Situated on 40th Street we were a 5 minute walk away from Times Square, there was a subway entrance just",R
"I have been staying at the Bryant Hotel for the last 10 years. Service is always impeccable. The staff are friendly, professional and go out of their way to help. The hotel is in a fabulous location, opposite Bryant Park. It's a great place to sit and relax before and after work",R
"My wife and I stayed here for our 5 year anniversary. The staff were polite and friendly. While we stayed there, we never had to wait to get help at the front desk. We got a balcony room on the 19th floor and it was WONDERFUL. It's by far the largest room I've stayed in in New York and the balcony view of Bryant Park was spectacular. Even ignoring the balcony, we had a lot of windows and plenty of space. As easily seen on a map, the location is great too. It's right across the road from the very pretty and fun Bryant Park.",R
Staying here after my hotel messed up my reservation. Wonderful stay. Everyone you come across is very service focused. Room was fantastic- large for NYC. Absolutely and without question the very best bathroom I’ve ever had; water pressure remarkable for NYC..... will most certainly return! Thanks Bryant Park x,R
"A last minute booking brought us here. As soon as we pulled up outside the hotel we were met by Job from the front desk who helped with ""valeting"" the car and checking us in. Reception was full of friendly faces. Job made sure our one night experience was memorable. Our bellman Chiran, from Nepal was delightful as he took us to our room with our luggage. The location was perfect, overlooking Bryant Park and close to Times Square. All in all what makes the hotel a place to go back to (at least our second visit) and recommend it to our friends and post a five star review on TA is the staff and their passion to make you happy. We would give them all a big hug but these days that might be misconstrued !",R
"Seamless service from the moment we walked in the door. Room was bigger than expected and had a great view of Bryant Park. Spacious bedroom and bathroom, all very tastefully equipped. Great visit - wish we could have stayed longer!",R
"I came to the Bryant Park Hotel back in January to celebrate my birthday and I booked their Bryant Park Suite and it was a minimalist's dream come true! a decadent, luxurious room that had a living room two bathrooms and a very big center room. The amenities both in my room and within the hotel were wonderful. The hotel also has a restaurant KOI right alongside of it if you want to stay in with amazing, state of the art Asian cuisine. Lastly, the hotel has a great nightlife where the bar also doubles as a ambient lounge/club scene after 12. I also had the hotel's breakfast through room service on the night of my departure and it was absolutely delicious and full of a variety of options for those big on breakfast, highly recommend. My favorite part was definitely the beautiful",R
It is very nice hotel and service was also very good.,F
"Such a stupid hotel, I wont recommend it if your are getting for free also.",F
I and my wife went for our anniversry and it�s a terrible experience at that night. We were forced to leave that place at midnight and we were helpless.,F
"We went for trip to newyark from india. We stayed there for 5 days and it is an excellent place to stay. We feel very comfortable and safe over there, As this is new place to us. ",F
Good place to stay,F
"We went to bryant hotel for office meeting and its very good place. We have an amazing after party, the view from balcony you cant complain about it.",F
"We were very pleasantly accommodated. Location, service, valet, restaurant, rooms and most importantly, the staff, were all 5 star. Will definitely come back",F
The room was very clean and spacious. Easy to organize your stuff for a longer stay. Excellent location  Very handicap accessible. No room service or room cleaning. They were pretty busy. Hotel restaurant was more fancy so expensive not really kid friendly food. The bonus was it is open until midnight if you are desperate for real food. The snack shop and laundry facilities were convenient. The terrace on the 3rd floor is cute and peaceful. The pool is 4 ft deep everywhere and on the smaller side so not little kid friendly. Overall it was a nice hotel and I would stay here again.,F
"Super location, great staff and very nice facility",F
"What a wonderful stay! I had to make a last minute booking and my stay was affordable, and extremely comfortable! The staff was lovely, very helpful and friendly. The room was clean and spacious, and the bed was very comfortable. Best night sleep I've had in a while! I will definitely be visiting again!",F
"New hotel, very nice. Walk to restaurants. Enjoyed our stay. Would stay here again.",F
